id,symbol,name,price,mc_b,vol_mc_pct,chg_7d,chg_30d,chg_90d,ath_drop_pct,rsi_14
official-trump,TRUMP,Official Trump,2.89,0.67,30.05,-0.3,-23.71,0,96.1,42.7
