window,is_start,is_end,oos_start,oos_end,bull_ach_weight,trail_stop_ach,trail_stop_btc,is_final,is_total_ret,is_cagr,is_max_dd,is_sharpe,is_calmar,is_n_trades,is_n_bear_exits,is_n_trail_ach,is_n_trail_btc,is_days,oos_final,oos_total_ret,oos_cagr,oos_max_dd,oos_sharpe,oos_calmar,oos_n_trades,oos_n_bear_exits,oos_n_trail_ach,oos_n_trail_btc,oos_days
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.2,0.2,86139.64,761.4,105.09,42.36,1.34,2.48,903,14,25,1,1095,26127.21,161.27,160.76,52.07,1.62,3.09,406,12,17,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.2,0.25,85703.91,757.04,104.74,42.36,1.34,2.47,897,14,25,1,1095,26862.15,168.62,168.08,53.85,1.63,3.12,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.2,0.3,98049.98,880.5,114.15,44.71,1.4,2.55,787,14,25,1,1095,26862.15,168.62,168.08,53.85,1.63,3.12,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.25,0.15,90905.28,809.05,108.81,41.71,1.37,2.61,912,12,17,1,1095,24984.94,149.85,149.38,48.69,1.56,3.07,504,12,12,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.25,0.2,88133.71,781.34,106.66,41.71,1.35,2.56,903,12,17,1,1095,27254.2,172.54,171.98,50.07,1.66,3.43,404,12,12,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.25,0.25,87687.89,776.88,106.31,41.71,1.34,2.55,897,12,17,1,1095,28007.61,180.08,179.49,51.8,1.67,3.47,213,12,12,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.25,0.3,101671.06,916.71,116.75,44.13,1.41,2.65,787,12,17,1,1095,28007.61,180.08,179.49,51.8,1.67,3.47,213,12,12,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.3,0.15,85471.37,754.71,104.56,43.65,1.33,2.4,916,20,16,1,1095,30825.27,208.25,207.54,45.08,1.73,4.6,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.3,0.2,82756.17,727.56,102.37,43.65,1.31,2.35,907,20,16,1,1095,32994.86,229.95,229.14,46.04,1.82,4.98,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.3,0.25,82319.72,723.2,102.01,43.65,1.31,2.34,901,20,16,1,1095,33811.43,238.11,237.27,48.05,1.83,4.94,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.3,0.3,86510.78,765.11,105.39,46.14,1.33,2.28,791,20,16,1,1095,33811.43,238.11,237.27,48.05,1.83,4.94,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.35,0.15,55816.15,458.16,77.46,44.39,1.12,1.74,916,22,15,1,1095,28635.79,186.36,185.74,48.98,1.63,3.79,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.35,0.2,53927.57,439.28,75.43,44.39,1.11,1.7,907,22,15,1,1095,30722.08,207.22,206.51,49.76,1.73,4.15,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.35,0.25,53624.3,436.24,75.1,44.39,1.1,1.69,901,22,15,1,1095,31537.57,215.38,214.63,51.8,1.74,4.14,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.5,0.35,0.3,62558.99,525.59,84.34,46.59,1.17,1.81,791,22,15,1,1095,31537.57,215.38,214.63,51.8,1.74,4.14,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.2,0.15,100086.64,900.87,115.62,44.67,1.37,2.59,912,14,25,1,1095,25364.51,153.65,153.16,52.74,1.53,2.9,506,12,17,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.2,0.2,97082.59,870.83,113.44,44.67,1.35,2.54,903,14,25,1,1095,27512.41,175.12,174.55,54.4,1.63,3.21,406,12,17,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.2,0.25,96599.27,865.99,113.08,44.67,1.35,2.53,897,14,25,1,1095,28222.55,182.23,181.63,55.9,1.64,3.25,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.2,0.3,108606.73,986.07,121.58,47.3,1.4,2.57,787,14,25,1,1095,28222.55,182.23,181.63,55.9,1.64,3.25,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.25,0.15,97485.02,874.85,113.73,44.51,1.35,2.56,912,12,18,1,1095,26056.19,160.56,160.05,51.63,1.56,3.1,504,12,12,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.25,0.2,94559.06,845.59,111.57,44.51,1.33,2.51,903,12,18,1,1095,28363.61,183.64,183.03,53.05,1.66,3.45,404,12,12,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.25,0.25,94088.3,840.88,111.22,44.51,1.33,2.5,897,12,18,1,1095,29094.89,190.95,190.31,54.52,1.66,3.49,213,12,12,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.25,0.3,107135.09,971.35,120.57,46.85,1.39,2.57,787,12,18,1,1095,29094.89,190.95,190.31,54.52,1.66,3.49,213,12,12,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.3,0.15,97136.64,871.37,113.48,46.43,1.34,2.44,916,20,16,1,1095,32816.47,228.16,227.37,47.34,1.74,4.8,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.3,0.2,94087.85,840.88,111.22,46.43,1.32,2.4,907,20,16,1,1095,35020.7,250.21,249.31,48.18,1.83,5.17,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.3,0.25,93597.7,835.98,110.85,46.43,1.32,2.39,901,20,16,1,1095,35819.48,258.19,257.26,50.0,1.84,5.15,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.3,0.3,94749.23,847.49,111.71,48.69,1.33,2.29,791,20,16,1,1095,35819.48,258.19,257.26,50.0,1.84,5.15,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.35,0.15,60940.32,509.4,82.73,47.76,1.13,1.73,916,22,15,1,1095,30339.26,203.39,202.7,51.31,1.65,3.95,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.35,0.2,58891.1,488.91,80.66,47.76,1.11,1.69,907,22,15,1,1095,32449.86,224.5,223.72,51.99,1.74,4.3,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.35,0.25,58562.01,485.62,80.32,47.76,1.11,1.68,901,22,15,1,1095,33246.37,232.46,231.65,53.84,1.75,4.3,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.55,0.35,0.3,66584.87,565.85,88.21,49.14,1.17,1.8,791,22,15,1,1095,33246.37,232.46,231.65,53.84,1.75,4.3,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.2,0.15,111602.57,1016.03,123.6,47.15,1.37,2.62,912,14,25,1,1095,26687.72,166.88,166.34,54.86,1.55,3.03,506,12,17,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.2,0.2,108304.38,983.04,121.37,47.15,1.36,2.57,903,14,25,1,1095,28397.81,183.98,183.37,57.23,1.62,3.2,406,12,17,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.2,0.25,107773.6,977.74,121.01,47.15,1.35,2.57,897,14,25,1,1095,29084.28,190.84,190.21,58.6,1.63,3.25,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.2,0.3,114955.8,1049.56,125.81,49.87,1.4,2.52,787,14,25,1,1095,29084.28,190.84,190.21,58.6,1.63,3.25,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.25,0.15,108940.74,989.41,121.8,47.15,1.36,2.58,912,12,18,1,1095,27483.42,174.83,174.27,53.6,1.58,3.25,504,12,12,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.25,0.2,105721.21,957.21,119.59,47.15,1.34,2.54,903,12,18,1,1095,29356.27,193.56,192.92,55.84,1.65,3.45,404,12,12,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.25,0.25,105203.1,952.03,119.23,47.15,1.34,2.53,897,12,18,1,1095,30066.03,200.66,199.98,57.19,1.65,3.5,213,12,12,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.25,0.3,118333.7,1083.34,128.01,49.3,1.4,2.6,787,12,18,1,1095,30066.03,200.66,199.98,57.19,1.65,3.5,213,12,12,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.3,0.15,109438.5,994.38,122.14,49.04,1.35,2.49,916,20,16,1,1095,34746.07,247.46,246.58,49.45,1.76,4.99,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.3,0.2,106044.42,960.44,119.82,49.04,1.34,2.44,907,20,16,1,1095,36979.87,269.8,268.81,50.2,1.84,5.35,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.3,0.25,105498.67,954.99,119.44,49.04,1.33,2.44,901,20,16,1,1095,37761.18,277.61,276.59,51.85,1.85,5.33,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.3,0.3,101011.89,910.12,116.28,51.14,1.33,2.27,791,20,16,1,1095,37761.18,277.61,276.59,51.85,1.85,5.33,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.35,0.15,65960.42,559.6,87.62,50.92,1.14,1.72,916,22,15,1,1095,31974.34,219.74,218.98,53.49,1.67,4.09,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.35,0.2,63756.05,537.56,85.51,50.92,1.12,1.68,907,22,15,1,1095,34104.03,241.04,240.18,54.07,1.75,4.44,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.35,0.25,63402.02,534.02,85.16,50.92,1.12,1.67,901,22,15,1,1095,34882.88,248.83,247.94,55.77,1.76,4.45,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.6,0.35,0.3,69049.05,590.49,90.51,51.58,1.17,1.75,791,22,15,1,1095,34882.88,248.83,247.94,55.77,1.76,4.45,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.2,0.15,123308.24,1133.08,131.16,49.66,1.37,2.64,912,14,25,1,1095,26990.33,169.9,169.35,57.71,1.53,2.93,506,12,17,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.2,0.2,119048.07,1090.48,128.47,49.66,1.36,2.59,903,14,25,1,1095,28654.69,186.55,185.93,59.93,1.6,3.1,406,12,17,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.2,0.25,118470.59,1084.71,128.09,49.66,1.36,2.58,897,14,25,1,1095,28582.01,185.82,185.21,61.22,1.58,3.03,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.2,0.3,121479.71,1114.8,130.01,52.31,1.39,2.49,787,14,25,1,1095,28582.01,185.82,185.21,61.22,1.58,3.03,215,12,17,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.25,0.15,120695.73,1106.96,129.51,49.66,1.36,2.61,912,12,18,1,1095,24944.17,149.44,148.97,56.31,1.44,2.65,504,12,13,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.25,0.2,116525.82,1065.26,126.84,49.66,1.35,2.55,903,12,18,1,1095,26289.21,162.89,162.37,58.78,1.5,2.76,404,12,13,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.25,0.25,115960.58,1059.61,126.47,49.66,1.34,2.55,897,12,18,1,1095,25482.91,154.83,154.34,60.23,1.46,2.56,213,12,13,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.25,0.3,125595.56,1155.96,132.58,51.72,1.4,2.56,787,12,18,1,1095,25482.91,154.83,154.34,60.23,1.46,2.56,213,12,13,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.3,0.15,122346.27,1123.46,130.56,51.5,1.36,2.53,916,20,16,1,1095,35622.37,256.22,255.3,51.2,1.76,4.99,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.3,0.2,118108.28,1081.08,127.86,51.5,1.35,2.48,907,20,16,1,1095,37880.96,278.81,277.78,51.9,1.83,5.35,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.3,0.25,117505.46,1075.05,127.47,51.5,1.34,2.47,901,20,16,1,1095,38645.14,286.45,285.38,53.46,1.84,5.34,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.3,0.3,129060.75,1190.61,134.7,53.13,1.4,2.54,791,20,16,1,1095,38645.14,286.45,285.38,53.46,1.84,5.34,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.35,0.15,70841.04,608.41,92.14,53.89,1.14,1.71,916,22,15,1,1095,32663.27,226.63,225.84,55.25,1.67,4.09,504,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.35,0.2,68376.53,583.77,89.89,53.89,1.13,1.67,907,22,15,1,1095,34807.15,248.07,247.18,55.8,1.74,4.43,404,12,8,1,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.35,0.25,67998.74,579.99,89.54,53.89,1.13,1.66,901,22,15,1,1095,35567.86,255.68,254.75,57.42,1.75,4.44,213,12,8,0,366
W3,2021-01-01,2023-12-31,2024-01-01,2024-12-31,0.65,0.35,0.3,71390.23,613.9,92.64,53.89,1.17,1.72,791,22,15,1,1095,35567.86,255.68,254.75,57.42,1.75,4.44,213,12,8,0,366
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.2,0.15,37195.4,271.95,54.92,49.65,1.06,1.11,879,20,30,1,1096,6492.36,-35.08,-76.48,38.71,-3.44,-1.98,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.2,0.2,42762.48,327.62,62.3,52.08,1.13,1.2,604,20,30,1,1096,6345.66,-36.54,-78.22,40.1,-3.62,-1.95,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.2,0.25,43966.9,339.67,63.8,53.86,1.13,1.18,413,20,30,0,1096,5930.37,-40.7,-82.64,44.02,-3.66,-1.88,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.2,0.3,43966.9,339.67,63.8,53.86,1.13,1.18,413,20,30,0,1096,5930.37,-40.7,-82.64,44.02,-3.66,-1.88,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.25,0.15,36216.69,262.17,53.55,48.58,1.04,1.1,877,18,20,1,1096,6195.56,-38.04,-79.9,41.51,-3.66,-1.92,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.25,0.2,43363.89,333.64,63.05,50.15,1.13,1.26,602,18,20,1,1096,6054.84,-39.45,-81.39,42.84,-3.86,-1.9,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.25,0.25,44597.66,345.98,64.58,51.97,1.13,1.24,411,18,20,0,1096,5639.55,-43.6,-85.33,46.76,-3.82,-1.82,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.25,0.3,44597.66,345.98,64.58,51.97,1.13,1.24,411,18,20,0,1096,5639.55,-43.6,-85.33,46.76,-3.82,-1.82,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.3,0.15,40317.35,303.17,59.14,44.95,1.07,1.32,877,20,15,1,1096,6016.09,-39.84,-81.78,43.21,-3.87,-1.89,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.3,0.2,47422.46,374.22,67.99,46.19,1.15,1.47,602,20,15,1,1096,5875.37,-41.25,-83.17,44.54,-4.08,-1.87,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.3,0.25,48756.36,387.56,69.55,48.55,1.16,1.43,411,20,15,0,1096,5460.07,-45.4,-86.84,48.46,-4.01,-1.79,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.3,0.3,48756.36,387.56,69.55,48.55,1.16,1.43,411,20,15,0,1096,5460.07,-45.4,-86.84,48.46,-4.01,-1.79,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.35,0.15,34202.59,242.03,50.65,48.84,0.97,1.04,877,22,15,1,1096,5929.24,-40.71,-82.65,44.03,-4.01,-1.88,68,4,3,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.35,0.2,41180.89,311.81,60.27,49.96,1.06,1.21,602,22,15,1,1096,5788.52,-42.11,-83.99,45.36,-4.18,-1.85,68,4,3,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.35,0.25,42509.22,325.09,61.97,52.56,1.07,1.18,411,22,15,0,1096,5374.24,-46.26,-87.52,49.27,-4.1,-1.78,61,4,3,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.5,0.35,0.3,42509.22,325.09,61.97,52.56,1.07,1.18,411,22,15,0,1096,5374.24,-46.26,-87.52,49.27,-4.1,-1.78,61,4,3,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.2,0.15,39311.06,293.11,57.81,52.63,1.05,1.1,879,20,30,1,1096,6243.96,-37.56,-79.37,41.31,-3.46,-1.92,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.2,0.2,45476.53,354.77,65.66,54.38,1.12,1.21,604,20,30,1,1096,6098.98,-39.01,-80.93,42.67,-3.63,-1.9,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.2,0.25,46640.83,366.41,67.06,55.86,1.13,1.2,413,20,30,0,1096,5690.33,-43.1,-84.88,46.51,-3.67,-1.82,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.2,0.3,46640.83,366.41,67.06,55.86,1.13,1.2,413,20,30,0,1096,5690.33,-43.1,-84.88,46.51,-3.67,-1.82,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.25,0.15,38144.74,281.45,56.23,51.52,1.04,1.09,877,18,20,1,1096,5912.84,-40.87,-82.81,44.42,-3.71,-1.86,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.25,0.2,44919.93,349.2,64.98,53.13,1.12,1.22,602,18,20,1,1096,5774.37,-42.26,-84.12,45.72,-3.91,-1.84,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.25,0.25,46116.1,361.16,66.43,54.71,1.12,1.21,411,18,20,0,1096,5402.04,-45.98,-87.3,49.22,-3.84,-1.77,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.25,0.3,46116.1,361.16,66.43,54.71,1.12,1.21,411,18,20,0,1096,5402.04,-45.98,-87.3,49.22,-3.84,-1.77,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.3,0.15,43218.46,332.18,62.87,47.22,1.07,1.33,877,20,15,1,1096,5789.46,-42.11,-83.98,45.58,-3.86,-1.84,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.3,0.2,50612.37,406.12,71.67,48.31,1.15,1.48,602,20,15,1,1096,5650.99,-43.49,-85.23,46.88,-4.05,-1.82,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.3,0.25,51915.5,419.15,73.13,50.44,1.16,1.45,411,20,15,0,1096,5295.87,-47.04,-88.12,50.22,-3.96,-1.75,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.3,0.3,51915.5,419.15,73.13,50.44,1.16,1.45,411,20,15,0,1096,5295.87,-47.04,-88.12,50.22,-3.96,-1.75,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.35,0.15,36292.64,262.93,53.66,51.18,0.97,1.05,877,22,15,1,1096,5685.61,-43.14,-84.92,46.56,-4.03,-1.82,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.35,0.2,41810.92,318.11,61.08,51.97,1.05,1.18,602,22,15,1,1096,5547.14,-44.53,-86.12,47.86,-4.23,-1.8,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.35,0.25,43104.23,331.04,62.73,54.48,1.06,1.15,411,22,15,0,1096,5206.5,-47.94,-88.78,51.06,-4.11,-1.74,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.55,0.35,0.3,43104.23,331.04,62.73,54.48,1.06,1.15,411,22,15,0,1096,5206.5,-47.94,-88.78,51.06,-4.11,-1.74,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.2,0.15,41582.05,315.82,60.79,54.86,1.06,1.11,879,20,30,1,1096,6065.81,-39.34,-81.27,43.23,-3.46,-1.88,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.2,0.2,45649.67,356.5,65.87,57.28,1.1,1.15,604,20,30,1,1096,5922.56,-40.77,-82.71,44.57,-3.63,-1.86,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.2,0.25,46773.69,367.74,67.22,58.67,1.1,1.15,413,20,30,0,1096,5596.22,-44.04,-85.7,47.62,-3.64,-1.8,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.2,0.3,46773.69,367.74,67.22,58.67,1.1,1.15,413,20,30,0,1096,5596.22,-44.04,-85.7,47.62,-3.64,-1.8,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.25,0.15,41173.32,311.73,60.26,53.5,1.05,1.13,877,18,20,1,1096,5807.8,-41.92,-83.81,45.64,-3.71,-1.84,68,4,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.25,0.2,45905.16,359.05,66.18,55.95,1.1,1.18,602,18,20,1,1096,5671.56,-43.28,-85.05,46.92,-3.87,-1.81,68,4,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.25,0.25,47065.21,370.65,67.56,57.36,1.11,1.18,411,18,20,0,1096,5393.47,-46.07,-87.37,49.52,-3.77,-1.76,61,4,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.25,0.3,47065.21,370.65,67.56,57.36,1.11,1.18,411,18,20,0,1096,5393.47,-46.07,-87.37,49.52,-3.77,-1.76,61,4,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.3,0.15,46077.22,360.77,66.38,49.34,1.08,1.35,877,20,15,1,1096,5594.77,-44.05,-85.72,47.64,-3.87,-1.8,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.3,0.2,50757.54,407.58,71.84,50.03,1.13,1.44,602,20,15,1,1096,5458.53,-45.41,-86.85,48.91,-4.06,-1.78,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.3,0.25,52029.31,420.29,73.26,52.12,1.14,1.41,411,20,15,0,1096,5207.15,-47.93,-88.77,51.26,-3.93,-1.73,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.3,0.3,52029.31,420.29,73.26,52.12,1.14,1.41,411,20,15,0,1096,5207.15,-47.93,-88.77,51.26,-3.93,-1.73,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.35,0.15,38809.48,288.09,57.13,53.36,0.99,1.07,877,22,15,1,1096,5600.85,-43.99,-85.66,47.58,-3.87,-1.8,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.35,0.2,41517.16,315.17,60.7,53.53,1.03,1.13,602,22,15,1,1096,5464.61,-45.35,-86.8,48.86,-4.06,-1.78,68,6,4,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.35,0.25,42774.52,327.75,62.31,56.04,1.04,1.11,411,22,15,0,1096,5212.47,-47.88,-88.73,51.22,-3.93,-1.73,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.6,0.35,0.3,42774.52,327.75,62.31,56.04,1.04,1.11,411,22,15,0,1096,5212.47,-47.88,-88.73,51.22,-3.93,-1.73,61,6,4,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.65,0.2,0.15,44621.68,346.22,64.61,57.71,1.07,1.12,879,20,30,1,1096,5942.22,-40.58,-82.52,44.62,-3.5,-1.85,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.65,0.2,0.2,46784.21,367.84,67.23,59.93,1.09,1.12,604,20,30,1,1096,5800.69,-41.99,-83.88,45.94,-3.66,-1.83,64,2,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.65,0.2,0.25,46605.79,366.06,67.02,61.23,1.08,1.09,413,20,30,0,1096,5549.54,-44.5,-86.1,48.28,-3.64,-1.78,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.65,0.2,0.3,46605.79,366.06,67.02,61.23,1.08,1.09,413,20,30,0,1096,5549.54,-44.5,-86.1,48.28,-3.64,-1.78,57,2,5,0,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.65,0.25,0.15,47194.38,371.94,67.72,56.31,1.1,1.2,877,16,20,1,1096,5024.89,-49.75,-90.03,53.17,-5.06,-1.69,68,4,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.65,0.25,0.2,50463.53,404.64,71.5,58.43,1.13,1.22,602,16,20,1,1096,4890.86,-51.09,-90.9,54.42,-5.25,-1.67,68,4,5,1,109
W4,2022-01-01,2024-12-31,2025-01-01,2025-04-19,0.65,0.25,0.25,51548.25,415.48,72.72,59.66,1.13,1.22,411,16,20,0,1096,4781.14,-52.19,-91.56,55.44,-4.88,-1.65,61,4,5,0,109
